pathway,n_genes_pathway,n_genes_found,mean_rank,median_rank,pvalue,u_statistic,fdr_q
Negative Regulation Of Lymphocyte Migration (GO:2000402),10,1,688.0,688.0,0.17444219066937192,687.0,0.7681879648411135
Regulation Of Protein Localization To Nucleus (GO:1900180),52,3,1335.6666666666667,1393.0,0.17458564088963746,4001.0,0.7681879648411135
Regulation Of Cytoplasmic Transport (GO:1903649),11,2,1168.0,1168.0,0.1752992310814502,2333.0,0.7681879648411135
Regulation Of Early Endosome To Late Endosome Transport (GO:2000641),19,2,1168.0,1168.0,0.1752992310814502,2333.0,0.7681879648411135
Lipid Transport (GO:0006869),108,4,1426.0,1610.5,0.175416277117101,5694.0,0.7681879648411135
Double-Strand Break Repair (GO:0006302),168,20,1736.0,1612.5,0.17589730136116583,34510.0,0.7681879648411135
Regulation Of DNA Binding (GO:0051101),48,8,1592.875,1024.5,0.17594348062434628,12707.0,0.7681879648411135
Positive Regulation Of B Cell Proliferation (GO:0030890),29,1,694.0,694.0,0.17596348884381416,693.0,0.7681879648411135
B Cell Proliferation (GO:0042100),31,1,694.0,694.0,0.17596348884381416,693.0,0.7681879648411135
Melanocyte Differentiation (GO:0030318),11,1,694.0,694.0,0.17596348884381416,693.0,0.7681879648411135
Lymphocyte Proliferation (GO:0046651),38,1,694.0,694.0,0.17596348884381416,693.0,0.7681879648411135
Regulation Of Synapse Assembly (GO:0051963),51,1,694.0,694.0,0.17596348884381416,693.0,0.7681879648411135
Negative Regulation Of Endothelial Cell Migration (GO:0010596),37,1,694.0,694.0,0.17596348884381416,693.0,0.7681879648411135
Sphingolipid Biosynthetic Process (GO:0030148),77,7,1565.857142857143,1329.0,0.1759853942019678,10933.0,0.7681879648411135
Negative Regulation Of Lymphocyte Activation (GO:0051250),23,2,1170.5,1170.5,0.17605081333958197,2338.0,0.7681879648411135
Negative Regulation Of T Cell Activation (GO:0050868),49,2,1170.5,1170.5,0.17605081333958197,2338.0,0.7681879648411135
Coenzyme A Biosynthetic Process (GO:0015937),10,3,1340.6666666666667,619.0,0.17655314779364653,4016.0,0.7681879648411135
Coenzyme A Metabolic Process (GO:0015936),15,3,1340.6666666666667,619.0,0.17655314779364653,4016.0,0.7681879648411135
Purine Nucleoside Bisphosphate Biosynthetic Process (GO:0034033),10,3,1340.6666666666667,619.0,0.17655314779364653,4016.0,0.7681879648411135
Ribonucleoside Bisphosphate Biosynthetic Process (GO:0034030),10,3,1340.6666666666667,619.0,0.17655314779364653,4016.0,0.7681879648411135
Iron-Sulfur Cluster Assembly (GO:0016226),27,5,1489.8,1088.0,0.17685029140380817,7434.0,0.7681879648411135
Metallo-Sulfur Cluster Assembly (GO:0031163),27,5,1489.8,1088.0,0.17685029140380817,7434.0,0.7681879648411135
Positive Regulation By Host Of Viral Transcription (GO:0043923),16,1,698.0,698.0,0.17697768762677565,697.0,0.7681879648411135
Negative Regulation Of TOR Signaling (GO:0032007),54,3,1342.3333333333333,652.0,0.17721208008953754,4021.0,0.7681879648411135
Protein Maturation By Iron-Sulfur Cluster Transfer (GO:0097428),14,2,1175.0,1175.0,0.17740762251536737,2347.0,0.7681879648411135
Glial Cell Differentiation (GO:0010001),34,5,1491.4,1003.0,0.17766277607970177,7442.0,0.7681879648411135
Cellular Response To Lipopolysaccharide (GO:0071222),124,4,1431.25,1604.5,0.17779335103621222,5715.0,0.7681879648411135
Cellular Response To Molecule Of Bacterial Origin (GO:0071219),117,4,1431.25,1604.5,0.17779335103621222,5715.0,0.7681879648411135
Regulation Of Neuron Death (GO:1901214),58,5,1494.4,961.0,0.1791921530938134,7457.0,0.7681879648411135
Primary Alcohol Metabolic Process (GO:0034308),14,2,1182.0,1182.0,0.17952861748475615,2361.0,0.7681879648411135
Cellular Response To Acetylcholine (GO:1905145),11,3,1348.6666666666667,430.0,0.17973004678698712,4040.0,0.7681879648411135
Regulation Of Interleukin-8 Production (GO:0032677),81,7,1572.2857142857142,849.0,0.17986587333312667,10978.0,0.7681879648411135
Golgi To Plasma Membrane Protein Transport (GO:0043001),28,1,710.0,710.0,0.18002028397566014,709.0,0.7681879648411135
Regulation Of ATP Biosynthetic Process (GO:2001169),14,1,711.0,711.0,0.1802738336714005,710.0,0.7681879648411135
Regulation Of Plasminogen Activation (GO:0010755),16,1,711.0,711.0,0.1802738336714005,710.0,0.7681879648411135
Glycolytic Process (GO:0006096),29,1,711.0,711.0,0.1802738336714005,710.0,0.7681879648411135
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706),17,2,1184.5,1184.5,0.18028920226822479,2366.0,0.7681879648411135
Cytoplasmic Translation (GO:0002181),93,4,1436.75,1300.5,0.1803032734307868,5737.0,0.7681879648411135
Intrinsic Apoptotic Signaling Pathway By P53 Class Mediator (GO:0072332),35,3,1350.3333333333333,1053.0,0.18039634122634243,4045.0,0.7681879648411135
RNA Transport (GO:0050658),39,4,1437.0,1083.5,0.1804178377029988,5738.0,0.7681879648411135
Glutamate Metabolic Process (GO:0006536),20,2,1185.0,1185.0,0.1804414735539243,2367.0,0.7681879648411135
Positive Regulation Of Protein Processing (GO:0010954),20,2,1185.5,1185.5,0.18059387344712863,2368.0,0.7681879648411135
Neuron Fate Commitment (GO:0048663),18,1,713.0,713.0,0.18078093306288126,712.0,0.7681879648411135
Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903037),11,2,1187.0,1187.0,0.18105133034175128,2371.0,0.7681879648411135
Positive Regulation Of B Cell Activation (GO:0050871),52,2,1187.5,1187.5,0.18120398744996524,2372.0,0.7681879648411135
Negative Regulation Of Mitochondrion Organization (GO:0010823),39,3,1353.0,758.0,0.18146557628925394,4053.0,0.7681879648411135
Sensory Perception Of Bitter Taste (GO:0050913),42,1,716.0,716.0,0.18154158215010238,715.0,0.7681879648411135
Detection Of Chemical Stimulus Involved In Sensory Perception Of Bitter Taste (GO:0001580),41,1,716.0,716.0,0.18154158215010238,715.0,0.7681879648411135
Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912),45,1,716.0,716.0,0.18154158215010238,715.0,0.7681879648411135
Regulation Of Cellular Senescence (GO:2000772),35,5,1499.0,727.0,0.18155229538964912,7480.0,0.7681879648411135
Positive Regulation Of BMP Signaling Pathway (GO:0030513),24,2,1189.5,1189.5,0.18181513031284036,2376.0,0.7681879648411135
Negative Regulation Of Neuron Projection Development (GO:0010977),54,10,1646.2,1371.5,0.18215194646176708,16407.0,0.7681879648411135
Neuron Apoptotic Process (GO:0051402),19,2,1192.0,1192.0,0.18258047357398718,2381.0,0.7681879648411135
Negative Regulation Of Immune Response (GO:0050777),66,6,1544.1666666666667,1954.5,0.18280412873636415,9244.0,0.7681879648411135
Synaptic Vesicle Transport Along Microtubule (GO:0099517),15,3,1356.3333333333333,1597.0,0.1828075736780275,4063.0,0.7681879648411135
Anterograde Synaptic Vesicle Transport (GO:0048490),15,3,1356.3333333333333,1597.0,0.1828075736780275,4063.0,0.7681879648411135
Positive Regulation Of Spindle Checkpoint (GO:0090232),11,2,1193.0,1193.0,0.18288707386546324,2383.0,0.7681879648411135
Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090266),17,2,1193.0,1193.0,0.18288707386546324,2383.0,0.7681879648411135
Positive Regulation Of Mitotic Cell Cycle Spindle Assembly Checkpoint (GO:0090267),11,2,1193.0,1193.0,0.18288707386546324,2383.0,0.7681879648411135
Protein Targeting To Vacuole (GO:0006623),34,3,1358.3333333333333,1803.0,0.18361566816829542,4069.0,0.7681879648411135
RNA-templated DNA Biosynthetic Process (GO:0006278),19,2,1196.5,1196.5,0.18396223260570643,2390.0,0.7681879648411135
Telomere Maintenance Via Telomerase (GO:0007004),19,2,1196.5,1196.5,0.18396223260570643,2390.0,0.7681879648411135
Negative Regulation Of Response To Endoplasmic Reticulum Stress (GO:1903573),25,5,1503.8,1149.0,0.18403449724252727,7504.0,0.7681879648411135
Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),96,7,1580.4285714285713,1133.0,0.18485425374293343,11035.0,0.7681879648411135
RNA Metabolic Process (GO:0016070),111,10,1650.5,1564.0,0.18533001335868632,16450.0,0.7681879648411135
Positive Regulation Of Peptidase Activity (GO:0010952),25,4,1447.75,825.5,0.18538320155783788,5781.0,0.7681879648411135
Negative Regulation Of Cell Cycle G1/S Phase Transition (GO:1902807),35,2,1202.0,1202.0,0.18565805116418085,2401.0,0.7681879648411135
Negative Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901991),40,2,1202.0,1202.0,0.18565805116418085,2401.0,0.7681879648411135
Negative Regulation Of G1/S Transition Of Mitotic Cell Cycle (GO:2000134),32,2,1202.0,1202.0,0.18565805116418085,2401.0,0.7681879648411135
Transcription Elongation By RNA Polymerase II (GO:0006368),28,3,1363.6666666666667,1596.0,0.1857811444020071,4085.0,0.7681879648411135
Negative Regulation Of Cartilage Development (GO:0061037),13,1,733.0,733.0,0.18585192697768874,732.0,0.7681879648411135
Regulation Of Nucleic Acid-Templated Transcription (GO:1903506),452,29,1784.9655172413793,1652.0,0.18670464432717737,51329.0,0.7681993099605622
Metanephros Development (GO:0001656),25,1,737.0,737.0,0.18686612576065023,736.0,0.7681993099605622
T Cell Mediated Immunity (GO:0002456),20,1,737.0,737.0,0.18686612576065023,736.0,0.7681993099605622
ERK1 And ERK2 Cascade (GO:0070371),24,1,737.0,737.0,0.18686612576065023,736.0,0.7681993099605622
Lipid Droplet Organization (GO:0034389),29,3,1367.6666666666667,913.0,0.18741526718035267,4097.0,0.7694156509377181
Regulation Of Chondrocyte Differentiation (GO:0032330),25,2,1209.5,1209.5,0.18798314624370918,2416.0,0.7707055307535607
Amyloid Precursor Protein Catabolic Process (GO:0042987),13,1,745.0,745.0,0.18889452332657322,744.0,0.771249227391277
Positive Regulation Of Circadian Rhythm (GO:0042753),11,2,1213.0,1213.0,0.189073094847006,2423.0,0.771249227391277
Cellular Nitrogen Compound Biosynthetic Process (GO:0044271),32,4,1455.75,907.5,0.1891277607424115,5813.0,0.771249227391277
Regulatory ncRNA Processing (GO:0070918),35,2,1213.5,1213.5,0.1892290957503451,2424.0,0.771249227391277
Regulation Of Astrocyte Differentiation (GO:0048710),11,2,1214.0,1214.0,0.18938509665368422,2425.0,0.771249227391277
Negative Regulation Of Monoatomic Ion Transport (GO:0043271),18,5,1515.2,1864.0,0.19000901171028797,7561.0,0.7722318537291236
Monoacylglycerol Metabolic Process (GO:0046462),13,1,755.0,755.0,0.19143002028397696,754.0,0.7722318537291236
Acylglycerol Biosynthetic Process (GO:0046463),22,1,755.0,755.0,0.19143002028397696,754.0,0.7722318537291236
Triglyceride Biosynthetic Process (GO:0019432),17,1,755.0,755.0,0.19143002028397696,754.0,0.7722318537291236
fatty-acyl-CoA Metabolic Process (GO:0035337),18,1,755.0,755.0,0.19143002028397696,754.0,0.7722318537291236
Very-Low-Density Lipoprotein Particle Assembly (GO:0034379),10,1,755.0,755.0,0.19143002028397696,754.0,0.7722318537291236
Dendritic Spine Organization (GO:0097061),26,1,758.0,758.0,0.19219066937119808,757.0,0.7722318537291236
Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296),10,1,758.0,758.0,0.19219066937119808,757.0,0.7722318537291236
Dendritic Spine Morphogenesis (GO:0060997),15,1,758.0,758.0,0.19219066937119808,757.0,0.7722318537291236
Neurotransmitter Secretion (GO:0007269),43,4,1463.0,1580.5,0.19255747638835452,5842.0,0.7722318537291236
Negative Regulation Of ERBB Signaling Pathway (GO:1901185),18,2,1224.5,1224.5,0.19267667713188796,2446.0,0.7722318537291236
Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059),23,2,1224.5,1224.5,0.19267667713188796,2446.0,0.7722318537291236
Lens Fiber Cell Differentiation (GO:0070306),10,1,762.0,762.0,0.19320486815415958,761.0,0.7732759977929886
Dopamine Metabolic Process (GO:0042417),19,2,1228.5,1228.5,0.1939380595391016,2454.0,0.7732759977929886
Catecholamine Metabolic Process (GO:0006584),13,2,1228.5,1228.5,0.1939380595391016,2454.0,0.7732759977929886
Regulation Of Interleukin-6 Production (GO:0032675),114,6,1563.6666666666667,1470.5,0.19406924843128717,9361.0,0.7732759977929886
Diacylglycerol Metabolic Process (GO:0046339),23,4,1467.0,1268.0,0.19446440497493195,5858.0,0.7732759977929886
Acylglycerol Metabolic Process (GO:0006639),41,4,1467.0,1268.0,0.19446440497493195,5858.0,0.7732759977929886
Mitophagy (GO:0000423),16,2,1231.0,1231.0,0.1947284812636871,2459.0,0.7733138902994529
Regulation Of Dendritic Spine Morphogenesis (GO:0061001),30,4,1469.0,1067.5,0.19542176921758922,5866.0,0.7740865609720823
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356),17,3,1387.0,1210.0,0.1954326505153348,4155.0,0.7740865609720823
Nucleotide-Excision Repair (GO:0006289),56,7,1598.0,1558.0,0.19589509045873857,11158.0,0.7749079229344372
Purine Ribonucleotide Biosynthetic Process (GO:0009152),55,8,1623.375,1644.5,0.1961632459146122,12951.0,0.7749596112985591
Regulation Of Myoblast Differentiation (GO:0045661),54,4,1471.75,945.5,0.19674238106180514,5877.0,0.7752313277117562
Positive Regulation Of Myoblast Differentiation (GO:0045663),38,4,1471.75,945.5,0.19674238106180514,5877.0,0.7752313277117562
Synaptic Vesicle Membrane Organization (GO:0048499),14,2,1245.5,1245.5,0.1993448476489776,2488.0,0.7844684548673497
mRNA Destabilization (GO:0061157),43,8,1628.875,1640.5,0.19994826497646964,12995.0,0.7855074970783605
Synaptic Vesicle Exocytosis (GO:0016079),41,4,1478.75,1580.5,0.2001260048514322,5905.0,0.7855074970783605
Positive Regulation Of Lipid Metabolic Process (GO:0045834),24,2,1249.0,1249.0,0.20046720534348753,2495.0,0.7856891430950973
Regulation Of Double-Strand Break Repair (GO:2000779),88,12,1697.25,1137.0,0.20086982480874194,20289.0,0.7856891430950973
T-Circle Formation (GO:0090656),10,3,1401.6666666666667,644.0,0.201643702393157,4199.0,0.7856891430950973
Telomere Maintenance Via Telomere Trimming (GO:0090737),10,3,1401.6666666666667,644.0,0.201643702393157,4199.0,0.7856891430950973
Formation Of Extrachromosomal Circular DNA (GO:0001325),10,3,1401.6666666666667,644.0,0.201643702393157,4199.0,0.7856891430950973
Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),37,2,1258.5,1258.5,0.20352960724811323,2514.0,0.7856891430950973
post-Golgi Vesicle-Mediated Transport (GO:0006892),56,7,1612.0,1594.0,0.20495945000670365,11256.0,0.7856891430950973
Regulation Of Nitrogen Compound Metabolic Process (GO:0051171),13,1,810.0,810.0,0.20537525354969752,809.0,0.7856891430950973
Regulation Of Neurotransmitter Receptor Activity (GO:0099601),42,4,1489.75,1570.0,0.20550679185343623,5949.0,0.7856891430950973
Regulation Of Systemic Arterial Blood Pressure (GO:0003073),15,2,1265.0,1265.0,0.2056382558970399,2527.0,0.7856891430950973
Transport Along Microtubule (GO:0010970),20,2,1265.5,1265.5,0.20580094439062935,2528.0,0.7856891430950973
Cell Junction Assembly (GO:0034329),95,7,1613.2857142857142,1389.0,0.20580367062138913,11265.0,0.7856891430950973
Negative Regulation Of Substrate Adhesion-Dependent Cell Spreading (GO:1900025),12,1,813.0,813.0,0.20613590263691864,812.0,0.7856891430950973
Regulation Of Fibroblast Migration (GO:0010762),20,1,813.0,813.0,0.20613590263691864,812.0,0.7856891430950973
Transcription Initiation-Coupled Chromatin Remodeling (GO:0045815),34,4,1491.25,1579.5,0.20624653185121286,5955.0,0.7856891430950973
Regulation Of Granulocyte Chemotaxis (GO:0071622),19,5,1545.6,1686.0,0.20648103260758632,7713.0,0.7856891430950973
Leukocyte Tethering Or Rolling (GO:0050901),17,1,815.0,815.0,0.2066430020283994,814.0,0.7856891430950973
Leukocyte Adhesion To Vascular Endothelial Cell (GO:0061756),19,1,815.0,815.0,0.2066430020283994,814.0,0.7856891430950973
Nucleosome Assembly (GO:0006334),54,6,1584.8333333333333,1144.5,0.20673944821071194,9488.0,0.7856891430950973
Nucleosome Organization (GO:0034728),75,6,1584.8333333333333,1144.5,0.20673944821071194,9488.0,0.7856891430950973
Regulation Of Lipid Kinase Activity (GO:0043550),11,2,1268.5,1268.5,0.2067782328197093,2534.0,0.7856891430950973
Modification-Dependent Protein Catabolic Process (GO:0019941),192,9,1662.6666666666667,1589.0,0.20694044982237986,14919.0,0.7856891430950973
Regulation Of Cell Junction Assembly (GO:1901888),23,2,1269.0,1269.0,0.20694130713581319,2535.0,0.7856891430950973
Positive Regulation Of Lymphocyte Proliferation (GO:0050671),74,3,1415.3333333333333,694.0,0.20752865575067583,4240.0,0.7856891430950973
Positive Regulation Of Cellular Respiration (GO:1901857),10,1,819.0,819.0,0.20765720081136088,818.0,0.7856891430950973
Negative Regulation Of Androgen Receptor Signaling Pathway (GO:0060766),14,3,1416.3333333333333,1065.0,0.20796288744145158,4243.0,0.7856891430950973
Regulation Of Androgen Receptor Signaling Pathway (GO:0060765),27,3,1416.3333333333333,1065.0,0.20796288744145158,4243.0,0.7856891430950973
"Retrograde Vesicle-Mediated Transport, Golgi To Endoplasmic Reticulum (GO:0006890)",48,2,1273.0,1273.0,0.20824847381474046,2543.0,0.7856891430950973
Positive Regulation Of Signaling Receptor Activity (GO:2000273),36,2,1274.0,1274.0,0.20857590852199634,2545.0,0.7856891430950973
Establishment Of Protein Localization To Plasma Membrane (GO:0061951),38,2,1275.0,1275.0,0.20890360044426184,2547.0,0.7856891430950973
Establishment Of Protein Localization To Mitochondrion (GO:0072655),44,5,1550.0,1035.0,0.20892943907845354,7735.0,0.7856891430950973
Lipoprotein Biosynthetic Process (GO:0042158),14,1,825.0,825.0,0.20917849898580312,824.0,0.7856891430950973
Positive Regulation Of Phosphate Metabolic Process (GO:0045937),30,2,1279.0,1279.0,0.2102169402834201,2555.0,0.7856891430950973
Positive Regulation Of Transcription Elongation By RNA Polymerase II (GO:0032968),43,6,1590.8333333333333,1185.0,0.21041358517469,9524.0,0.7856891430950973
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374),179,11,1696.909090909091,1892.0,0.2107847146859057,18600.0,0.7856891430950973
Modulation By Host Of Symbiont Process (GO:0051851),42,2,1281.0,1281.0,0.210875153493057,2559.0,0.7856891430950973
Negative Regulation By Host Of Viral Transcription (GO:0043922),12,2,1281.0,1281.0,0.210875153493057,2559.0,0.7856891430950973
protein-DNA Complex Disassembly (GO:0032986),20,1,833.0,833.0,0.21120689655172611,832.0,0.7856891430950973
Nucleosome Disassembly (GO:0006337),18,1,833.0,833.0,0.21120689655172611,832.0,0.7856891430950973
DNA Biosynthetic Process (GO:0071897),17,2,1283.5,1283.5,0.21169939899140847,2564.0,0.7856891430950973
