Pathway,N_Overlap,P_Value,Effect_Size,Median_Rank,FDR
Negative Regulation Of Axon Extension (GO:0030517),30,3.9582542862351556e-05,0.4161057827973481,23674.5,0.00015249931527704848
Neurotransmitter Secretion (GO:0007269),43,3.96645879666768e-05,0.34753906816445534,31699.0,0.00015259926346444257
Heterochromatin Formation (GO:0031507),28,4.02764116424028e-05,0.43025169912201955,28274.5,0.00015473423681827063
Zinc Ion Transmembrane Transport (GO:0071577),21,4.040602634230996e-05,0.4966975477252724,25465.0,0.00015487269025717058
Calcium Ion Transport (GO:0006816),108,4.0426327236246735e-05,0.21911116131630637,37030.0,0.00015487269025717058
Response To Molecule Of Bacterial Origin (GO:0002237),64,4.086706180161194e-05,0.28438362408217355,35759.0,0.0001561635008155413
Cellular Response To Retinoic Acid (GO:0071300),39,4.0878092860538754e-05,0.3642513054453531,31666.0,0.0001561635008155413
Protein Insertion Into ER Membrane (GO:0045048),16,4.144284421671495e-05,0.5681468517541152,20471.0,0.00015809892884917904
Cell Cycle G2/M Phase Transition (GO:0044839),39,4.210251232460601e-05,0.36359596498244684,26910.0,0.00016039052314135622
Positive Regulation Of Cold-Induced Thermogenesis (GO:0120162),97,4.2234145810298286e-05,0.2305727536684551,37140.0,0.0001606102084177419
Protein Localization To Lysosome (GO:0061462),37,4.2278275451140884e-05,0.37319478841391196,29960.0,0.0001606102084177419
miRNA Processing (GO:0035196),25,4.249478967889482e-05,0.4538421702585348,27533.0,0.00016120757032997757
Retina Homeostasis (GO:0001895),36,4.2557277910319174e-05,0.3781884642583241,22691.0,0.000161219771470847
Positive Regulation Of Signaling Receptor Activity (GO:2000273),36,4.272037013108243e-05,0.37809993039024625,28028.5,0.00016161252678239805
Regulation Of Peptide Hormone Secretion (GO:0090276),48,4.3278345361385874e-05,0.32720342866250285,24731.0,0.00016335614273661615
Negative Regulation Of Neuron Projection Development (GO:0010977),50,4.33294117124237e-05,0.3205725840995348,32431.0,0.00016335614273661615
Post-Translational Protein Modification (GO:0043687),47,4.336144671170473e-05,0.3306254543450755,33045.0,0.00016335614273661615
Regulation Of Keratinocyte Proliferation (GO:0010837),24,4.394715641139161e-05,0.4622450944266845,23324.5,0.00016533370046885917
Positive Regulation Of Catalytic Activity (GO:0043085),38,4.4407217199060695e-05,0.3671456153106998,28858.5,0.0001668337441732667
Glutamate Receptor Signaling Pathway (GO:0007215),35,4.464735115117762e-05,0.38242436832504756,29771.0,0.00016750454500855604
Melanosome Organization (GO:0032438),33,4.5328325514429454e-05,0.3934715869100953,31307.0,0.00016982513140392303
Import Into Nucleus (GO:0051170),72,4.539824894959677e-05,0.26640788898298984,30873.5,0.0001698531460012424
Negative Regulation Of DNA Biosynthetic Process (GO:2000279),28,4.548906526630149e-05,0.42705690867210255,22903.5,0.00016993010299382787
Negative Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010972),23,4.554376657444872e-05,0.47114857533290433,19335.0,0.00016993010299382787
Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560),94,4.562203486313208e-05,0.23311233956889565,35663.5,0.0001699889518187935
Positive Regulation Of Interleukin-8 Production (GO:0032757),59,4.6393986918298164e-05,0.29388504672676263,31744.0,0.00017262878853320247
Cytoskeleton-Dependent Cytokinesis (GO:0061640),67,4.760427933010557e-05,0.2753537285179165,32794.0,0.00017689021827580213
Monocarboxylic Acid Biosynthetic Process (GO:0072330),63,4.889149703728021e-05,0.2834848460408864,33996.0,0.00018142547331705618
Nucleobase-Containing Compound Catabolic Process (GO:0034655),42,5.0286109385064936e-05,0.34655254601467067,30955.5,0.00018610380455709398
Determination Of Left/Right Symmetry (GO:0007368),34,5.028907954024414e-05,0.3851548846384365,29463.0,0.00018610380455709398
Positive Regulation Of miRNA Transcription (GO:1902895),41,5.036001568323146e-05,0.35071944368593055,30548.0,0.00018611310143802932
Organic Hydroxy Compound Biosynthetic Process (GO:1901617),41,5.2394126118834736e-05,0.34985166059477635,32979.0,0.00019318989724578453
"Maturation Of SSU-rRNA From Tricistronic rRNA Transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) (GO:0000462)",27,5.241696476742242e-05,0.4310740777626546,24971.0,0.00019318989724578453
Regulation Of Monocyte Chemotaxis (GO:0090025),24,5.3224588508247726e-05,0.45677767486945586,25935.5,0.00019590105648502549
Cellular Nitrogen Compound Biosynthetic Process (GO:0044271),29,5.356794561889365e-05,0.4153811071517862,21402.0,0.0001968983947072848
B Cell Differentiation (GO:0030183),66,5.42426888725234e-05,0.275176670310723,36769.0,0.00019910946522707647
Regulation Of Endopeptidase Activity (GO:0052548),65,5.4404059498711055e-05,0.2772320812730489,29500.0,0.00019943267093867128
Negative Regulation Of Organelle Assembly (GO:1902116),35,5.4492840340442874e-05,0.3777084690970869,25263.0,0.00019948926746434002
Positive Regulation Of Leukocyte Cell-Cell Adhesion (GO:1903039),41,5.5076879164570184e-05,0.34875454177068566,29429.0,0.0002013563324296114
Protein Exit From Endoplasmic Reticulum (GO:0032527),22,5.556459424891503e-05,0.4757927328857967,23607.0,0.00020286670651952868
Regulation Of Immune Response (GO:0050776),72,5.606165363465714e-05,0.26292172459412033,34204.0,0.00020440710172421904
Defense Response To Gram-positive Bacterium (GO:0050830),80,5.625105442424083e-05,0.24938619129706951,36706.5,0.0002048231165112919
Axonal Transport (GO:0098930),35,5.6545851135405e-05,0.3768274394078661,27631.0,0.00020562127685601816
Negative Regulation Of Protein Serine/Threonine Kinase Activity (GO:0071901),78,5.7282703916788795e-05,0.25227024724827607,34145.5,0.00020802263638673634
Synaptic Vesicle Recycling (GO:0036465),43,5.7800047078400866e-05,0.3395125530989298,35125.0,0.00020952713062533047
Fibroblast Growth Factor Receptor Signaling Pathway (GO:0008543),39,5.785105702192029e-05,0.35647149984088966,28770.0,0.00020952713062533047
Regulation Of Intracellular Protein Transport (GO:0033157),31,5.800093342925702e-05,0.39974927600394017,21353.0,0.00020979061027603601
Determination Of Heart Left/Right Asymmetry (GO:0061371),42,5.816869323084651e-05,0.3433902750801002,34776.0,0.00021011798882855577
Antimicrobial Humoral Immune Response Mediated By Antimicrobial Peptide (GO:0061844),60,6.042765271820565e-05,0.28663073546064666,35115.5,0.00021798834932827503
Protein Methylation (GO:0006479),26,6.070787230977372e-05,0.43522124070072,21818.5,0.00021870915587097285
Peptidyl-Proline Modification (GO:0018208),22,6.115603622292804e-05,0.47290381281318894,25669.5,0.00022003229963804796
Branched-Chain Amino Acid Catabolic Process (GO:0009083),17,6.136361156598128e-05,0.537842239066509,28088.0,0.00022004666547095932
Antiviral Innate Immune Response (GO:0140374),41,6.138722961462992e-05,0.34636060711776484,27889.0,0.00022004666547095932
Positive Regulation Of Protein Kinase B Signaling (GO:0051897),90,6.140272760752137e-05,0.23382883616074446,33699.5,0.00022004666547095932
Fatty Acid Oxidation (GO:0019395),51,6.195718883391777e-05,0.3103846603092455,30966.0,0.00022174151793191623
Carbohydrate Derivative Biosynthetic Process (GO:1901137),26,6.27726419026362e-05,0.4342912169445119,24141.5,0.00022436476475055253
Cellular Response To Interleukin-1 (GO:0071347),79,6.2984992318434e-05,0.24915788817804407,37126.0,0.00022482831903692976
Ventricular Septum Morphogenesis (GO:0060412),27,6.32015431838562e-05,0.4259890006528787,28971.0,0.00022530563231990677
Regulation Of G2/M Transition Of Mitotic Cell Cycle (GO:0010389),35,6.389532093850815e-05,0.37390319487090473,20559.0,0.00022733206653338705
Metallo-Sulfur Cluster Assembly (GO:0031163),23,6.402072167815238e-05,0.4611568974012804,28300.0,0.00022733206653338705
Iron-Sulfur Cluster Assembly (GO:0016226),23,6.402072167815238e-05,0.4611568974012804,28300.0,0.00022733206653338705
Epithelial Cilium Movement Involved In Extracellular Fluid Movement (GO:0003351),17,6.4113734818719e-05,0.5363332825661633,13806.0,0.00022736552634539204
mRNA Catabolic Process (GO:0006402),37,6.500571009835247e-05,0.3632583180790352,30605.0,0.00023022855659833165
Nucleus Organization (GO:0006997),42,6.53195327747552e-05,0.34085362816873355,30825.5,0.000231039179645428
Regulation Of Response To External Stimulus (GO:0032101),120,6.565379889931738e-05,0.20166372598861604,34712.5,0.00023191991299499127
Protein K63-linked Ubiquitination (GO:0070534),52,6.828432627054319e-05,0.30546932770372526,30332.5,0.00024089930928129373
Cytoplasmic Microtubule Organization (GO:0031122),44,6.848930488368004e-05,0.3320025028909115,26600.0,0.0002413094679839504
Protein Tetramerization (GO:0051262),73,6.889994878011112e-05,0.2576918646264583,33166.0,0.0002424422518523962
Cellular Response To Sterol (GO:0036315),14,6.906527700176307e-05,0.5881706097493318,16711.0,0.0002427100173705369
Regulation Of Synaptic Vesicle Exocytosis (GO:2000300),16,6.952691040581359e-05,0.5499509564732477,18204.5,0.00024377227676558623
Granulocyte Chemotaxis (GO:0071621),70,6.954679660665254e-05,0.26299253169439585,31684.5,0.00024377227676558623
Negative Regulation Of Protein Localization To Cell Periphery (GO:1904376),19,7.009502692725929e-05,0.504410511430641,27817.0,0.00024537770044034143
Regulation Of Plasma Membrane Bounded Cell Projection Assembly (GO:0120032),71,7.023634821067185e-05,0.2609679558730539,29409.0,0.0002455563844897525
Negative Regulation Of Protein Catabolic Process (GO:0042177),48,7.098802785563284e-05,0.31713592458669115,32272.0,0.00024786577120323663
"Wnt Signaling Pathway, Planar Cell Polarity Pathway (GO:0060071)",26,7.120475430883754e-05,0.4307703032842709,25802.0,0.0002483037586154335
Long-Chain fatty-acyl-CoA Metabolic Process (GO:0035336),21,7.1654019657867e-05,0.47910881210355394,25753.0,0.0002495504909979491
Mitotic DNA Damage Checkpoint Signaling (GO:0044773),51,7.180292990709633e-05,0.30744307365725165,29291.0,0.00024970507721199366
Positive Regulation Of Interleukin-10 Production (GO:0032733),30,7.188201303565846e-05,0.40078613376889394,25831.5,0.00024970507721199366
Regulation Of Axonogenesis (GO:0050770),41,7.208133975952474e-05,0.3427888974295934,27834.0,0.0002500781175330451
Cellular Response To Mechanical Stimulus (GO:0071260),48,7.243688473532092e-05,0.316718797212178,25046.0,0.0002509914987007298
Negative Regulation Of Cellular Catabolic Process (GO:0031330),63,7.31540475499927e-05,0.2762977574980683,36003.0,0.0002531539558981936
Respiratory System Development (GO:0060541),32,7.351843665323151e-05,0.38749377521039785,23012.0,0.00025409167432883064
Regulation Of Organelle Organization (GO:0033043),93,7.394907904553488e-05,0.22728159218310517,33652.0,0.00025525570431961275
Cell Morphogenesis Involved In Neuron Differentiation (GO:0048667),73,7.465322415907168e-05,0.256349081125525,35158.0,0.0002571478131901678
Negative Regulation Of Chemotaxis (GO:0050922),31,7.46863133897914e-05,0.3932864826867435,24634.0,0.0002571478131901678
Regulation Of Defense Response (GO:0031347),93,7.483162476574255e-05,0.22710520969156422,33645.0,0.00025732240121721834
Establishment Of Protein Localization To Extracellular Region (GO:0035592),36,7.505306791428443e-05,0.3648464103389851,34252.0,0.00025775801101875456
Response To Exogenous dsRNA (GO:0043330),32,7.539131699112623e-05,0.38685635675514163,29928.5,0.00025855699094692316
Negative Regulation Of Kinase Activity (GO:0033673),56,7.547582750435919e-05,0.29244933944528484,35052.0,0.00025855699094692316
Positive Regulation Of Monocyte Chemotaxis (GO:0090026),18,7.572107846261866e-05,0.5156250864433578,21581.5,0.00025907085964568897
Cellular Response To Fibroblast Growth Factor Stimulus (GO:0044344),54,7.686474387922958e-05,0.29745666689173056,29468.5,0.0002626533961702317
Negative Regulation Of Myeloid Leukocyte Differentiation (GO:0002762),29,7.769914282064449e-05,0.40556391989647755,26991.0,0.0002651467643912551
Cellular Response To Light Stimulus (GO:0071482),59,7.778938161184616e-05,0.2843569949658089,32739.0,0.0002651467643912551
Cellular Response To Amino Acid Stimulus (GO:0071230),26,7.956476221512317e-05,0.42764775235321295,28898.0,0.0002708587649876533
Heart Looping (GO:0001947),38,7.974023000692895e-05,0.35370712960550565,34776.0,0.00027111678202355844
Regulation Of Ras Protein Signal Transduction (GO:0046578),75,7.984342562438453e-05,0.25179543386275016,31444.0,0.0002711287362026541
RNA-mediated Gene Silencing (GO:0031047),24,8.004613156363734e-05,0.44492827953883796,34470.0,0.00027147815193652566
Mitotic Cytokinesis (GO:0000281),58,8.114332989168208e-05,0.28599882308121183,32956.0,0.00027485660934666907
Ribosomal Large Subunit Biogenesis (GO:0042273),49,8.192805156660482e-05,0.3109453687041219,26209.0,0.0002766371730669043
Regulation Of Kinase Activity (GO:0043549),82,8.196872623759414e-05,0.2403987794548864,34193.5,0.0002766371730669043
Positive Regulation Of Organelle Organization (GO:0010638),29,8.197410348967825e-05,0.40413251863431676,17559.0,0.0002766371730669043
Establishment Of Protein Localization To Organelle (GO:0072594),83,8.262790458713018e-05,0.23882059917530496,34033.0,0.000278498017939274
Protein Localization To Endoplasmic Reticulum (GO:0070972),15,8.417647342696553e-05,0.5608970145983947,14611.0,0.00028336634618978497
Positive Regulation Of Catabolic Process (GO:0009896),74,8.430828418205013e-05,0.2525777374078043,35290.0,0.0002834592496602922
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173),43,8.530376637668713e-05,0.33103247622970144,29213.0,0.0002863375448462909
Regulation Of Mitotic Spindle Organization (GO:0060236),38,8.537490767291983e-05,0.3521098186656294,28004.5,0.0002863375448462909
Positive Regulation Of Microtubule Polymerization Or Depolymerization (GO:0031112),25,8.571722454379197e-05,0.4339664581922479,23600.0,0.0002871315896048204
Muscle Tissue Development (GO:0060537),35,8.63670385474251e-05,0.366602258919145,32324.0,0.0002889524536888023
Regulation Of Cilium Assembly (GO:1902017),66,8.763856729687159e-05,0.26674763898663234,28437.0,0.0002928463182401606
Regulation Of Cell Cycle Phase Transition (GO:1901987),23,8.983055254271953e-05,0.4510223327597659,24383.0,0.00029980258026527257
Regulation Of Fibroblast Proliferation (GO:0048145),46,9.045769914574224e-05,0.31880867547021585,32421.0,0.0003015256638191408
Negative Regulation Of Actin Filament Polymerization (GO:0030837),22,9.083194363793014e-05,0.4608139855961396,25889.0,0.0003024025540944553
Regulation Of Ubiquitin-Protein Transferase Activity (GO:0051438),32,9.105763474484235e-05,0.3820421044768687,24295.0,0.0003027833331368841
Cellular Response To Osmotic Stress (GO:0071470),27,9.22659417699361e-05,0.41553630116522255,28392.0,0.0003064265709575411
Organophosphate Biosynthetic Process (GO:0090407),33,9.273909887376544e-05,0.37574864215237114,24080.0,0.00030762237675200244
Regulation Of mRNA Stability (GO:0043488),65,9.360567050778385e-05,0.2676054308740715,33408.0,0.0003101186647760927
Positive Regulation Of Lymphocyte Activation (GO:0051251),44,9.38715199414684e-05,0.32515984906589834,29275.5,0.0003106210878841777
Regulation Of Actin Cytoskeleton Organization (GO:0032956),84,9.400064574975318e-05,0.23535847031407697,34427.0,0.0003106704209469364
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351),41,9.614855247378425e-05,0.3362965583120112,31672.0,0.0003173835712726859
Gonad Development (GO:0008406),50,9.632598371338531e-05,0.3045051650114059,32409.5,0.00031758384933382796
Alpha-Amino Acid Metabolic Process (GO:1901605),26,9.738091025604364e-05,0.4219113290529769,23197.0,0.0003206732153709912
Cellular Response To Ionizing Radiation (GO:0071479),49,9.901650465495556e-05,0.3070218165761742,30971.0,0.00032566492462089377
Cellular Response To Radiation (GO:0071478),44,9.986802194191409e-05,0.32380064528222263,29025.0,0.00032806886435024924
Sister Chromatid Segregation (GO:0000819),31,0.00010060813460457104,0.3855469374982732,26649.0,0.00033010147904032956
Negative Regulation Of Myeloid Cell Differentiation (GO:0045638),20,0.0001010832029765572,0.4798221416692393,20686.0,0.00033126061698341634
Regulation Of Cell Death (GO:0010941),50,0.00010204529893312358,0.3033157679779255,30171.5,0.00033401108676064516
Cellular Response To Acid Chemical (GO:0071229),21,0.00010244069282633614,0.4678357082157273,28392.0,0.00033490226500917583
Positive Regulation Of Cell-Substrate Adhesion (GO:0010811),69,0.00010273791763860328,0.2581049563692568,34091.0,0.00033547075147299026
Smoothened Signaling Pathway (GO:0007224),32,0.00010330205396591204,0.3787946317414471,33112.0,0.00033690837744278267
Keratinocyte Differentiation (GO:0030216),41,0.00010368469235271462,0.33457751207656705,28141.0,0.00033735758363970085
"Positive Regulation Of Synaptic Transmission, Glutamatergic (GO:0051968)",22,0.00010368784555984924,0.4567046755962755,21030.0,0.00033735758363970085
Phosphatidylinositol Phosphate Biosynthetic Process (GO:0046854),41,0.00010410470300807907,0.3344851947264442,28492.0,0.00033830919018157114
Positive Regulation Of T Cell Differentiation (GO:0045582),62,0.0001043578261122883,0.27198585947856824,35720.5,0.00033872707282270185
